v:X0014A,v:X0014B,v:X0014C,v:X0013A,v:X0013B,v:X0013C,c:X0013A:BUS8A,c:X0013B:BUS8B,c:X0013C:BUS8C,c:BUS9A:X0014A,c:BUS9B:X0014B,c:BUS9C:X0014C
171521.55,261540.2,-433061.75,194391.38,241752.5,-436143.88,-334.29037,197.71945,136.5709,274.46445,-350.26303,75.798584
156284.72,274511.0,-430795.72,179502.08,255301.6,-434803.66,-335.38464,187.33522,148.04944,283.54303,-345.6952,62.152164
140825.69,287091.88,-427917.56,164357.62,268488.03,-432845.66,-336.00256,176.68483,159.31772,292.21884,-340.636,48.417137
125166.38,299264.97,-424431.38,148979.5,281293.1,-430272.6,-336.14322,165.78343,170.35979,300.47952,-335.0925,34.612976
109329.08,311012.97,-420342.06,133389.58,293698.56,-427088.12,-335.80643,154.64645,181.15999,308.3133,-329.0726,20.759296
93336.27,322319.12,-415655.4,117609.96,305686.84,-423296.78,-334.9927,143.28972,191.70299,315.70898,-322.58472,6.8757467
77210.7,333167.4,-410378.1,101663.08,317240.88,-418903.94,-333.70316,131.7293,201.97386,322.65598,-315.63806,-7.0179358
60975.285,343542.28,-404517.6,85571.61,328344.22,-413915.84,-331.93948,119.98145,211.95804,329.1444,-308.24237,-20.902027
44653.105,353429.06,-398082.2,69358.4,338981.1,-408339.5,-329.704,108.062645,221.64136,335.16492,-300.40814,-34.756783
28267.363,362813.66,-391081.0,53046.492,349136.4,-402182.9,-326.99973,95.98965,231.01009,340.70892,-292.14642,-48.56251
11841.367,371682.66,-383524.0,36659.074,358795.66,-395454.72,-323.83044,83.779564,240.05087,345.7685,-283.46893,-62.299572
-4601.526,380023.44,-375421.9,20219.451,367945.1,-388164.53,-320.20053,71.449715,248.75082,350.33636,-274.38794,-75.948425
-21037.93,387824.12,-366786.2,3751.0083,376571.7,-380322.7,-316.11508,59.01755,257.09753,354.406,-264.91638,-89.48963
-37444.465,395073.6,-357629.12,-12722.84,384663.16,-371940.3,-311.57983,46.500755,265.07907,357.97165,-255.06773,-102.90391
-53797.8,401761.53,-347963.72,-29178.672,392207.97,-363029.28,-306.60132,33.91728,272.68402,361.02817,-244.85605,-116.172134
-70074.67,407878.38,-337803.7,-45593.082,399195.4,-353602.3,-301.1867,21.2852,279.90152,363.57132,-234.29591,-129.27539
-86251.94,413415.44,-327163.5,-61942.72,405615.47,-343672.75,-295.34384,8.622604,286.72122,365.59744,-223.40245,-142.19499
-102306.586,418364.84,-316058.25,-78204.336,411459.03,-333254.7,-289.08102,-4.052425,293.13342,367.10373,-212.1912,-154.91254
-118215.8,422719.53,-304503.75,-94354.83,416717.8,-322363.0,-282.40726,-16.721743,299.129,368.0881,-200.67825,-167.40985
-133956.94,426473.34,-292516.4,-110371.23,421384.3,-311013.1,-275.33215,-29.36719,304.69934,368.5492,-188.88,-179.66917
-149507.64,429620.9,-280113.25,-126230.77,425451.88,-299221.12,-267.86578,-41.97075,309.83655,368.48636,-176.81337,-191.673
-164845.81,432157.75,-267311.94,-141910.9,428914.75,-287003.84,-260.01874,-54.51458,314.53333,367.89975,-164.4955,-203.40427
-179949.64,434080.34,-254130.7,-157389.34,431767.97,-274378.62,-251.8021,-66.980934,318.78302,366.79025,-151.94398,-214.84627
-194797.66,435385.9,-240588.25,-172644.08,434007.53,-261363.44,-243.22748,-79.352104,322.57956,365.1594,-139.17667,-225.98273
-209368.75,436072.62,-226703.86,-187653.44,435630.2,-247976.73,-234.30704,-91.61053,325.91757,363.00958,-126.21176,-236.79782
-223642.25,436139.53,-212497.28,-202396.06,436633.62,-234237.56,-225.0534,-103.73888,328.79227,360.34384,-113.06768,-247.27617
-237597.84,435586.56,-197988.7,-216850.98,437016.4,-220165.44,-215.47961,-115.71999,331.1996,357.16602,-99.76314,-257.4029
-251215.73,434414.5,-183198.77,-230997.66,436778.03,-205780.39,-205.5993,-127.53679,333.13608,353.48062,-86.31705,-267.16357
-264476.53,432625.03,-168148.5,-244815.97,435918.8,-191102.84,-195.42662,-139.17235,334.59897,349.29294,-72.74856,-276.5444
-277361.44,430220.72,-152859.3,-258286.28,434439.97,-176153.69,-184.97612,-150.61,335.58612,344.60895,-59.076942,-285.53198
-289852.12,427205.03,-137352.9,-271389.4,432343.56,-160954.14,-174.26274,-161.8334,336.09616,339.4353,-45.321663,-294.11365
-301930.84,423582.22,-121651.38,-284106.78,429632.62,-145525.86,-163.30182,-172.82649,336.12833,333.7794,-31.502235,-302.27713
-313580.47,419357.47,-105777.02,-296420.3,426311.06,-129890.75,-152.1091,-183.57346,335.68256,327.64926,-17.63832,-310.01093
-324784.4,414536.8,-89752.41,-308312.53,422383.56,-114071.05,-140.70064,-194.05888,334.75952,321.05362,-3.7495737,-317.30405
-335526.78,409127.1,-73600.31,-319766.5,417855.75,-98089.24,-129.09268,-204.26788,333.36057,314.0019,10.144263,-324.14618
-345792.34,403136.0,-57343.68,-330766.0,412734.06,-81968.06,-117.301674,-214.18604,331.4877,306.5041,24.023497,-330.5276
-355566.47,396572.1,-41005.62,-341295.4,407025.8,-65730.43,-105.34435,-223.79932,329.14365,298.57083,37.868404,-336.43924
-364835.28,389444.62,-24609.352,-351339.75,400739.2,-49399.418,-93.23765,-233.09413,326.3318,290.2134,51.659348,-341.87274
-373585.66,381763.8,-8178.1694,-360884.8,393883.06,-32998.246,-80.99865,-242.05748,323.05612,281.44373,65.376724,-346.82043
-381805.12,373540.53,8264.579,-369916.97,386467.22,-16550.223,-68.64456,-250.67685,319.3214,272.27417,79.00107,-351.27524
-389482.03,364786.5,24695.53,-378423.47,378502.2,-78.72793,-56.1928,-258.94016,315.13297,262.71786,92.513,-355.23087
-396605.44,355514.1,41091.336,-386392.16,369999.3,16392.826,-43.661015,-266.8357,310.4967,252.78833,105.89334,-358.68167
-403165.28,345736.56,57428.703,-393811.72,360970.7,32841.027,-31.067019,-274.3522,305.41922,242.4997,119.12307,-361.62277
-409152.22,335467.78,73684.414,-400671.62,351429.12,49242.508,-18.428692,-281.47906,299.90775,231.86656,132.1834,-364.04996
-414557.72,324722.34,89835.38,-406962.1,341388.16,65573.945,-5.7640285,-288.20602,293.97006,220.90404,145.05577,-365.9598
-419374.16,313515.5,105858.64,-412674.25,330862.12,81812.125,6.908833,-294.52338,287.61456,209.6277,157.72192,-367.3496
-423594.66,301863.2,121731.44,-417799.94,319865.97,97933.98,19.5717,-300.42194,280.85025,198.05356,170.16385,-368.2174
-427213.22,289782.0,137431.22,-422331.9,308415.3,113916.586,32.20645,-305.89316,273.6867,186.19804,182.36389,-368.56195
-430224.7,277289.03,152935.67,-426263.7,296526.47,129737.23,44.79508,-310.92926,266.1342,174.07805,194.30472,-368.38275
-432624.84,264402.06,168222.77,-429589.75,284216.34,145373.42,57.319645,-315.52307,258.20343,161.71074,205.96938,-367.6801
-434410.22,251139.44,183270.78,-432305.4,271502.47,160802.94,69.7623,-319.668,249.90572,149.11374,217.34128,-366.45502
-435578.3,237519.97,198058.34,-434406.78,258402.94,176003.86,82.105385,-323.3583,241.25291,136.30492,228.40428,-364.7092
-436127.44,223563.0,212564.42,-435890.9,244936.33,190954.6,94.33151,-326.5889,232.25737,123.3025,239.14264,-362.44513
-436056.8,209288.39,226768.42,-436755.7,231121.81,205633.89,106.42347,-329.3554,222.93195,110.124954,249.54114,-359.66608
-435366.6,194716.42,240650.16,-436999.94,216979.02,220020.9,118.36419,-331.6541,213.28992,96.79102,259.58496,-356.376
-434057.7,179867.8,254189.89,-436623.25,202528.05,234095.2,130.1368,-333.4818,203.34502,83.31962,269.25995,-352.57956
-432132.03,164763.61,267368.4,-435626.2,187789.4,247836.78,141.72466,-334.836,193.11136,69.729904,278.55228,-348.28217
-429592.3,149425.34,280166.97,-434010.16,172784.0,261226.14,153.11142,-335.71494,182.60352,56.041153,287.44882,-343.49
-426442.16,133874.78,292567.38,-431777.44,157533.17,274244.28,164.28093,-336.1173,171.83638,42.272823,295.93698,-338.2098
-422686.03,118134.02,304552.03,-428931.22,142058.56,286872.66,175.21722,-336.04245,160.82523,28.44445,304.00467,-332.44913
-418329.3,102225.44,316103.88,-425475.53,126382.13,299093.4,185.90466,-335.49033,149.58566,14.575691,311.6405,-326.2162
-413378.2,86171.625,327206.56,-421415.25,110526.13,310889.12,196.32805,-334.4617,138.13365,0.6862173,318.83362,-319.51984
-407839.66,69995.4,337844.25,-416756.16,94513.1,322243.06,206.47249,-332.95795,126.48546,-13.204226,325.5738,-312.36957
-401721.62,53719.734,348001.88,-411504.88,78365.79,333139.1,216.32347,-330.98108,114.657616,-27.07594,331.85147,-304.77554
-395032.75,37367.76,357665.0,-405668.88,62107.125,343561.75,225.86691,-328.53384,102.66692,-40.909206,337.65778,-296.74857
-387782.56,20962.707,366819.88,-399256.44,45760.195,353496.25,235.08928,-325.61972,90.53044,-54.68442,342.98444,-288.30002
-379981.38,4527.879,375453.5,-392276.7,29348.225,362928.47,243.97754,-322.24298,78.26543,-68.38201,347.8239,-279.4419
-371640.22,-11913.38,383553.6,-384739.5,12894.539,371844.97,252.51913,-318.40845,65.889305,-81.98257,352.16934,-270.18677
-362770.97,-28337.715,391108.7,-376655.66,-3577.4895,380233.12,260.70197,-314.12164,53.419655,-95.46676,356.0146,-260.54782
-353386.25,-44721.797,398108.03,-368036.56,-20044.477,388081.03,268.5145,-309.38867,40.874172,-108.81549,359.35416,-250.53868
-343499.34,-61042.35,404541.7,-358894.47,-36483.043,395377.53,275.94574,-304.21643,28.27067,-122.009766,362.18335,-240.1736
-333124.3,-77276.2,410400.5,-349242.4,-52869.83,402112.22,282.98526,-298.61227,15.62703,-135.03088,364.49814,-229.46725
-322275.88,-93400.29,415676.16,-339094.03,-69181.555,408275.6,289.623,-292.58414,2.961165,-147.86029,366.29514,-218.43484
-310969.47,-109391.71,420361.16,-328463.75,-85395.07,413858.84,295.84946,-286.14047,-9.708979,-160.47977,367.57178,-207.09203
-299221.12,-125227.74,424448.84,-317366.7,-101487.34,418854.03,301.6558,-279.29034,-22.365433,-172.87134,368.32623,-195.45488
-287047.53,-140885.88,427933.4,-305818.56,-117435.5,423254.06,307.03366,-272.04343,-34.990246,-185.01736,368.5573,-183.53993
-274466.0,-156343.89,430809.9,-293835.8,-133216.88,427052.72,311.97537,-264.40988,-47.565506,-196.90056,368.26462,-171.36407
-261494.4,-171579.8,433074.22,-281435.47,-148809.05,430244.5,316.4737,-256.40033,-60.073376,-208.50398,367.44858,-158.9446
-248151.19,-186571.94,434723.12,-268635.12,-164189.84,432824.97,320.52216,-248.02606,-72.496086,-219.81113,366.1103,-146.29916
-234455.28,-201299.02,435754.28,-255452.98,-179337.39,434790.38,324.11496,-239.29898,-84.81596,-230.80591,364.25162,-133.44571
-220426.16,-215740.1,436166.25,-241907.78,-194230.16,436137.94,327.24698,-230.2315,-97.01549,-241.47267,361.87518,-120.40252
-206083.77,-229874.64,435958.4,-228018.78,-208846.95,436865.75,329.9138,-220.83649,-109.07729,-251.79626,358.9844,-107.18813
-191448.48,-243682.58,435131.06,-213805.73,-223166.98,436972.72,332.11154,-211.12733,-120.984215,-261.762,355.58334,-93.82135
-176541.11,-257144.28,433685.38,-199288.83,-237169.94,436458.75,333.83728,-201.11798,-132.7193,-271.35574,351.6769,-80.32116
-161382.81,-270240.6,431623.4,-184488.69,-250835.88,435324.56,335.08865,-190.82281,-144.26582,-280.5638,347.2706,-66.706764
-145995.17,-282952.94,428948.1,-169426.36,-264145.38,433571.72,335.86392,-180.25656,-155.60736,-289.3732,342.3707,-52.997505
-130400.016,-295263.2,425663.22,-154123.23,-277079.5,431202.75,336.16205,-169.43423,-166.72781,-297.7713,336.9842,-39.212883
-114619.52,-307153.9,421773.44,-138601.06,-289619.9,428221.0,335.9826,-158.37126,-177.61134,-305.74628,331.11874,-25.372478
-98676.13,-318608.16,417284.28,-122881.9,-301748.78,424630.7,335.32587,-147.08336,-188.24251,-313.28668,324.78265,-11.495973
-82592.484,-329609.66,412202.16,-106988.08,-313448.88,420436.97,334.19275,-135.58655,-198.60619,-320.3819,317.98495,2.396919
-66391.445,-340142.8,406534.25,-90942.19,-324703.56,415645.72,332.58472,-123.897,-208.68771,-327.02176,310.73532,16.286438
-50096.04,-350192.6,400288.62,-74767.02,-335496.8,410263.84,330.50394,-112.03119,-218.47276,-333.1969,303.04404,30.152851
-33729.42,-359744.72,393474.16,-58485.586,-345813.3,404298.9,327.95334,-100.005905,-227.94742,-338.89847,294.92203,43.976433
-17314.852,-368785.66,386100.53,-42121.01,-355638.4,397759.4,324.93646,-87.83822,-237.09824,-344.11844,286.38086,57.73755
-875.6594,-377302.53,378178.2,-25696.576,-364958.06,390654.66,321.45755,-75.54539,-245.91217,-348.8493,277.43268,71.41663
15564.793,-385283.25,369718.47,-9235.627,-373759.1,382994.72,317.52155,-63.144844,-254.3767,-353.0844,268.09015,84.99425
31983.139,-392716.44,360733.3,7238.445,-382028.94,374790.5,313.13406,-50.654316,-262.47974,-356.8177,258.36658,98.451096
48356.047,-399591.56,351235.5,23702.223,-389755.88,366053.66,308.30145,-38.09172,-270.20975,-360.04382,248.27577,111.76807
64660.242,-405898.8,341238.56,40132.297,-396928.9,356796.6,303.03076,-25.47506,-277.5557,-362.75824,237.83203,124.92623
80872.555,-411629.22,330756.66,56505.324,-403537.8,347032.5,297.3295,-12.822335,-284.50714,-364.9571,227.0502,137.9069
96969.94,-416774.66,319804.72,72798.04,-409573.25,336775.22,291.2058,-0.151593,-291.05423,-366.63724,215.94562,150.69162
112929.516,-421327.8,308398.3,88987.305,-415026.66,326039.34,284.66855,12.519069,-297.18762,-367.7963,204.53404,163.26224
128728.6,-425282.2,296553.6,105050.12,-419890.28,314840.16,277.72702,25.171612,-302.89862,-368.4326,192.83174,175.60086
144344.75,-428632.16,284287.4,120963.65,-424157.2,303193.53,270.39102,37.78815,-308.17917,-368.5453,180.85532,187.68997
159755.73,-431372.97,271617.22,136705.28,-427821.34,291116.06,262.6709,50.35091,-313.02182,-368.1342,168.62183,199.51234
174939.69,-433500.72,258561.02,152252.67,-430877.56,278624.88,254.57751,62.84216,-317.41968,-367.1999,156.14868,211.0512
189875.02,-435012.38,245137.36,167583.73,-433321.47,265737.75,246.12231,75.24421,-321.36652,-365.7437,143.45361,222.2901
204540.5,-435905.8,231365.3,182676.64,-435149.6,252472.95,237.3172,87.53955,-324.85675,-363.76776,130.55467,233.21309
218915.28,-436179.72,217264.44,197509.94,-436359.3,238849.38,228.17458,99.71083,-327.8854,-361.2748,117.470184,243.80463
232978.94,-435833.75,202854.81,212062.56,-436948.94,224886.38,218.7074,111.740776,-330.44818,-358.26843,104.21878,254.04965
246711.5,-434868.38,188156.89,226313.81,-436917.6,210603.77,208.92912,123.61221,-332.54135,-354.75287,90.81928,263.9336
260093.44,-433285.0,173191.56,240243.44,-436265.28,196021.86,198.85376,135.30815,-334.1619,-350.73315,77.29076,273.44238
273105.72,-431085.84,157980.11,253831.6,-434993.0,181161.39,188.49567,146.81187,-335.30753,-346.21497,63.652443,282.56253
285729.9,-428274.03,142544.16,267059.0,-433102.47,166043.45,177.86963,158.10696,-335.9766,-341.2048,49.92375,291.28104
297948.0,-424853.62,126905.625,279906.88,-430596.44,150689.55,166.99086,169.1772,-336.16806,-335.70975,36.124218,299.58554
309742.66,-420829.44,111086.766,292356.94,-427478.47,135121.52,155.875,180.00671,-335.8817,-329.73767,22.27347,307.4642
321097.12,-416207.2,95110.05,304391.5,-423752.97,119361.45,144.53787,190.58003,-335.11792,-323.29703,8.391217,314.90582
331995.28,-410993.5,78998.19,315993.47,-419425.25,103431.77,132.9956,200.88219,-333.8778,-316.39703,-5.5028014,321.8998
342421.66,-405195.75,62774.09,327146.4,-414501.53,87355.125,121.264595,210.89856,-332.16315,-309.04745,-19.38884,328.43628
352361.38,-398822.2,46460.81,337834.4,-408988.75,71154.35,109.361496,220.61494,-329.97644,-301.25876,-33.247166,334.50592
361800.38,-391881.9,30081.533,348042.3,-402894.78,54852.47,97.30319,230.0176,-327.32077,-293.04202,-47.058105,340.10013
370725.22,-384384.75,13659.543,357755.62,-396228.28,38472.65,85.10671,239.09328,-324.19998,-284.40894,-60.802048,345.21097
379123.25,-376341.4,-2781.824,366960.56,-388998.72,22038.174,72.78925,247.82925,-320.6185,-275.37173,-74.45948,349.8312
386982.5,-367763.28,-19219.201,375644.0,-381216.4,5572.3955,60.36828,256.21317,-316.58145,-265.94327,-88.01101,353.95428
394291.84,-358662.6,-35629.23,383793.66,-372892.38,-10901.287,47.861423,264.2331,-312.0945,-256.13693,-101.437386,357.57434
401040.88,-349052.28,-51988.594,391397.9,-364038.44,-27359.465,35.286446,271.87766,-307.1641,-245.96672,-114.71954,360.68625
407220.0,-338945.97,-68274.04,398445.94,-354667.2,-43778.75,22.661184,279.13602,-301.7972,-235.44702,-127.83861,363.2856
412820.47,-328358.03,-84462.44,404927.72,-344791.94,-60135.805,10.003625,285.99783,-296.00146,-224.59282,-140.77592,365.36874
417834.3,-317303.56,-100530.77,410834.1,-334426.72,-76407.39,-2.6681352,292.4532,-289.78506,-213.41954,-153.51314,366.93268
422254.44,-305798.22,-116456.22,416156.62,-323586.28,-92570.37,-15.335986,298.49283,-283.15683,-201.94307,-166.03215,367.97522
426074.53,-293858.38,-132216.16,420887.78,-312286.0,-108601.79,-27.981886,304.1081,-276.12622,-190.1797,-178.31517,368.49487
429289.16,-281501.0,-147788.17,425020.8,-300541.97,-124478.85,-40.587845,309.29108,-268.70322,-178.14615,-190.3448,368.49094
431893.78,-268743.62,-163150.17,428549.9,-288370.9,-140179.0,-53.135895,314.0343,-260.8984,-165.85945,-202.10394,367.9634
433884.72,-255604.4,-178280.31,431470.0,-275790.06,-155679.94,-65.60818,318.33102,-252.72284,-153.33711,-213.57596,366.91306
435259.06,-242101.98,-193157.1,433777.0,-262817.38,-170959.61,-77.98703,322.17523,-244.18822,-140.59685,-224.74454,365.34137
436014.94,-228255.56,-207759.39,435467.56,-249471.25,-185996.33,-90.25497,325.56165,-235.30666,-127.65676,-235.59386,363.2506
436151.25,-214084.8,-222066.45,436539.38,-235770.67,-200768.7,-102.39467,328.4855,-226.09082,-114.53522,-246.1085,360.64374
435667.75,-199609.81,-236057.95,436990.88,-221735.1,-215255.78,-114.38891,330.94272,-216.5538,-101.25086,-256.27356,357.5244
434565.2,-184851.17,-249714.02,436821.4,-207384.47,-229436.94,-126.220726,332.92987,-206.70915,-87.822556,-266.07452,353.8971
432845.1,-169829.86,-263015.25,436031.22,-192739.16,-243292.06,-137.87338,334.4442,-196.57085,-74.26938,-275.49753,349.7669
430509.9,-154567.19,-275942.72,434621.44,-177819.98,-256801.44,-149.33035,335.48364,-186.15329,-60.6106,-284.5291,345.1397
427562.94,-139084.86,-288478.1,432594.03,-162648.16,-269945.88,-160.57533,336.04657,-175.47125,-46.86563,-293.15643,340.02206
424008.4,-123404.86,-300603.53,429951.9,-147245.2,-282706.72,-171.59222,336.13208,-164.53987,-33.054012,-301.36722,334.42123
419851.3,-107549.484,-312301.8,426698.8,-131633.0,-295065.8,-182.36533,335.74,-153.37466,-19.195387,-309.14978,328.34518
415097.6,-91541.25,-323556.34,422839.34,-115833.75,-307005.6,-192.87929,334.87076,-141.99147,-5.3094454,-316.49307,321.80252
409754.0,-75402.914,-334351.06,418379.03,-99869.91,-318509.12,-203.11906,333.52554,-130.40648,8.584057,-323.38663,314.80255
403828.1,-59157.4,-344670.7,413324.2,-83764.16,-329560.03,-213.07004,331.70618,-118.63613,22.46538,-329.82062,307.35522
397328.34,-42827.8,-354500.53,407682.0,-67539.38,-340142.62,-222.71803,329.4152,-106.69717,36.314777,-335.78592,299.47113
390263.97,-26437.32,-363826.62,401460.47,-51218.65,-350241.84,-232.04938,326.65598,-94.60659,50.112576,-341.27402,291.16144
382644.97,-10009.254,-372635.72,394668.5,-34825.145,-359843.34,-241.0509,323.43253,-82.38161,63.839153,-346.27713,282.438
374482.25,6433.0493,-380915.28,387315.7,-18382.174,-368933.53,-249.70985,319.74945,-70.03961,77.47501,-350.78815,273.31314
365787.34,22866.223,-388653.56,379412.5,-1913.0939,-377499.4,-258.01398,315.61212,-57.59815,91.00076,-354.80066,263.7999
356572.62,39266.906,-395839.53,370970.2,14558.709,-385528.88,-265.95154,311.0265,-45.074924,104.3972,-358.30896,253.91176
346851.22,55611.797,-402463.0,362000.7,31009.836,-393010.53,-273.5114,305.99915,-32.487736,117.645294,-361.30807,243.6628
336636.9,71877.664,-408514.56,352516.78,47416.906,-399933.7,-280.68286,300.5373,-19.854448,130.72623,-363.7938,233.06755
325944.22,88041.38,-413985.6,342531.9,63756.625,-406288.53,-287.45563,294.6486,-7.19298,143.62143,-365.76254,222.14111
314788.34,104079.99,-418868.3,332060.28,80005.78,-412066.06,-293.82004,288.34134,5.4787064,156.31258,-367.21158,210.899
303185.12,119970.7,-423155.84,321116.75,96141.3,-417258.06,-299.76706,281.62442,18.142626,168.78163,-368.13882,199.3572
291151.1,135690.92,-426842.0,309716.88,112140.234,-421857.12,-305.28815,274.50732,30.780807,181.0109,-368.54297,187.53209
278703.28,151218.33,-429921.62,297876.88,127979.85,-425856.72,-310.37534,267.00003,43.375313,192.98297,-368.4235,175.4405
265859.44,166530.86,-432390.28,285613.53,143637.66,-429251.2,-315.02133,259.11307,55.90826,204.68085,-367.78046,163.09961
252637.78,181606.73,-434244.53,272944.28,159091.38,-432035.66,-319.21948,250.85765,68.361824,216.08789,-366.61484,150.52695
239057.11,196424.55,-435481.66,259887.17,174319.05,-434206.22,-322.96384,242.24556,80.71828,227.18788,-364.92822,137.74034
225136.72,210963.25,-436099.97,246460.73,189299.02,-435759.75,-326.2491,233.28906,92.96006,237.96506,-362.72305,124.758
210896.39,225202.17,-436098.56,232684.06,204010.0,-436694.06,-329.07065,224.00089,105.06975,248.40407,-360.0024,111.598335
196356.34,239121.08,-435477.44,218576.72,218431.1,-437007.8,-331.42447,214.39435,117.03013,258.4901,-356.77017,98.28006
181537.27,252700.19,-434237.47,204158.77,232541.81,-436700.56,-333.30737,204.4832,128.82417,268.20883,-353.0309,84.82209
166460.2,265920.22,-432380.4,189450.67,246322.06,-435772.75,-334.71677,194.28163,140.43513,277.54642,-348.78998,71.24356
151146.6,278762.34,-429908.94,174473.38,259752.31,-434225.7,-335.65067,183.80414,151.84653,286.48962,-344.05338,57.56375
135618.17,291208.38,-426826.53,159248.11,272813.44,-432061.56,-336.10773,173.06558,163.04214,295.02573,-338.82785,43.802116
119897.02,303240.56,-423137.6,143796.53,285486.94,-429283.44,-336.0873,162.08122,174.0061,303.1426,-333.1208,29.978197
104005.484,314841.88,-418847.34,128140.57,297754.75,-425895.3,-335.58948,150.86667,184.72282,310.8287,-326.94034,16.111645
87966.14,325995.75,-413961.9,112302.49,309599.44,-421901.94,-334.61484,139.43774,195.17711,318.0731,-320.29523,2.2221513
71801.78,336686.4,-408488.2,96304.805,321004.22,-417309.03,-333.16464,127.81054,205.35411,324.86545,-313.19492,-11.670539
55535.38,346898.6,-402434.0,80170.23,331952.84,-412123.06,-331.2409,116.00151,215.2394,331.19614,-305.64944,-25.546696
39190.05,356617.84,-395807.9,63921.703,342429.75,-406351.44,-328.84628,104.02741,224.81888,337.05615,-297.6696,-39.386585
22789.027,365830.3,-388619.34,47582.332,352420.03,-400002.38,-325.98416,91.90523,234.07893,342.43716,-289.2666,-53.17055
6355.612,374522.9,-380878.53,31175.344,361909.5,-393084.84,-322.65854,79.65214,243.00641,347.33148,-280.4525,-66.87899
-10086.84,382683.3,-372596.47,14724.058,370884.62,-385608.7,-318.87415,67.28557,251.58858,351.7322,-271.2398,-80.49241
-26514.96,390299.88,-363784.9,-1748.146,379332.7,-377584.53,-314.6364,54.82319,259.8132,355.63306,-261.6416,-93.991455
-42905.402,397361.78,-354456.38,-18217.848,387241.66,-369023.8,-309.95145,42.282852,267.66858,359.02853,-251.6716,-107.35693
-59234.88,403859.03,-344624.16,-34661.633,394600.28,-359938.66,-304.826,29.68245,275.14355,361.91376,-241.34392,-120.56985
-75480.18,409782.34,-334302.2,-51056.137,401398.1,-350341.97,-299.26736,17.039948,282.22742,364.2847,-230.6733,-133.61142
-91618.21,415123.38,-323505.16,-67378.07,407625.5,-340247.44,-293.28357,4.3734016,288.91016,366.13794,-219.67485,-146.46309
-107626.055,419874.44,-312248.38,-83604.25,413273.6,-329669.34,-286.88318,-8.299089,295.18228,367.4709,-208.36424,-159.10663
-123480.95,424028.84,-300547.9,-99711.6,418334.4,-318622.8,-280.07532,-20.959505,301.03482,368.2816,-196.75754,-171.52405
-139160.38,427580.7,-288420.3,-115677.25,422800.72,-307123.47,-272.8696,-33.58993,306.45953,368.56894,-184.87122,-183.69772
-154642.03,430524.88,-275882.84,-131478.52,426666.2,-295187.7,-265.27618,-46.1725,311.4487,368.33252,-172.72218,-195.61035
-169903.92,432857.25,-262953.34,-147092.94,429925.34,-282832.4,-257.30588,-58.689377,315.99527,367.57266,-160.32768,-207.24498
-184924.36,434574.53,-249650.16,-162498.34,432573.56,-270075.22,-248.96996,-71.12283,320.09277,366.29044,-147.70534,-218.5851
-199682.0,435674.22,-235992.2,-177672.83,434607.06,-256934.25,-240.28012,-83.45532,323.73544,364.48767,-134.8731,-229.6146
-214155.88,436154.75,-221998.88,-192594.83,436022.97,-243428.14,-231.24867,-95.669395,326.91806,362.16696,-121.8492,-240.31776
