v:X0014A,v:X0014B,v:X0014C,v:X0013A,v:X0013B,v:X0013C,c:X0013A:BUS8A,c:X0013B:BUS8B,c:X0013C:BUS8C,c:BUS9A:X0014A,c:BUS9B:X0014B,c:BUS9C:X0014C
-345792.38,403130.44,-57338.08,-330741.12,412703.03,-81961.91,-117.09665,-213.96356,331.0602,306.3104,24.134071,-330.44446
-355566.22,396566.38,-41000.133,-341269.72,406995.25,-65725.5,-105.15374,-223.5631,328.71683,298.3767,37.972824,-336.34955
-364834.78,389438.78,-24603.988,-351313.34,400709.1,-49395.727,-93.06163,-232.84464,325.90628,290.01917,51.75747,-341.7766
-373584.9,381757.84,-8172.9404,-360857.72,393853.5,-32995.797,-80.837395,-241.79515,322.63257,281.24957,65.46841,-346.718
-381804.12,373534.44,8269.664,-369889.25,386438.25,-16549.02,-68.498245,-250.40213,318.90036,272.08044,79.08618,-351.16663
-389480.75,364780.3,24700.46,-378395.1,378473.88,-78.770775,-56.061577,-258.65347,314.71503,262.5248,92.59142,-355.11624
-396603.94,355507.84,41096.105,-386363.22,369971.7,16391.543,-43.54506,-266.53745,310.08252,252.59624,105.964966,-358.5612
-403163.53,345730.22,57433.3,-393782.25,360943.75,32838.51,-30.966463,-274.04288,305.00934,242.30882,119.18779,-361.4966
-409150.22,335461.38,73688.836,-400641.66,351402.88,49238.76,-18.343695,-281.159,299.50272,231.67719,132.24113,-363.9183
-414555.5,324715.88,89839.61,-406931.66,341362.7,65568.98,-5.6948047,-287.8756,293.5704,220.71645,145.10641,-365.82285
-419371.7,313509.03,105862.67,-412643.38,330837.4,81805.95,6.962068,-294.18292,287.22086,209.44214,157.76541,-367.20755
-423591.97,301856.7,121735.266,-417768.66,319842.06,97926.61,19.60882,-300.07187,280.46304,197.87032,170.20013,-368.07043
-427210.3,289775.47,137434.83,-422300.25,308392.22,113908.02,32.22738,-305.53397,273.30658,186.01738,182.39291,-368.41028
-430221.6,277282.53,152939.06,-426231.75,296504.25,129727.48,44.79971,-310.56137,265.76166,173.9002,194.32645,-368.22665
-432621.53,264395.6,168225.94,-429557.56,284195.06,145362.5,57.3079,-315.14694,257.83902,161.53598,205.98378,-367.51974
-434406.72,251132.98,183273.72,-432273.0,271482.12,160790.86,69.73425,-319.28427,249.55,148.94229,217.34834,-366.29065
-435574.6,237513.56,198061.05,-434374.22,258383.56,175990.66,82.061195,-322.96762,240.90643,136.13704,228.404,-364.54105
-436123.56,223556.66,212566.89,-435858.25,244918.0,190940.25,94.27129,-326.19193,231.92062,123.13842,239.13506,-362.27347
-436052.78,209282.12,226770.66,-436723.0,231104.55,205618.45,106.34737,-328.9528,222.60542,109.9649,249.52626,-359.49115
-435362.38,194710.22,240652.14,-436967.22,216962.84,220004.39,118.272415,-331.24652,212.97409,96.6352,259.56284,-356.19803
-434053.3,179861.69,254191.64,-436590.6,202512.97,234077.62,130.02957,-333.06992,203.04033,83.16826,269.2306,-352.39883
-432127.5,164757.6,267369.9,-435593.62,187775.45,247818.19,141.60219,-334.42044,192.81825,69.583206,278.51575,-348.09897
-429587.66,149419.42,280168.22,-433977.75,172771.19,261206.55,152.97385,-335.2962,182.32236,55.899323,287.40518,-343.3045
-426437.38,133868.97,292568.38,-431745.2,157521.5,274223.7,164.1284,-335.69595,171.56757,42.136063,295.8863,-338.02237
-422681.12,118128.33,304552.8,-428899.2,142048.03,286851.16,175.04987,-335.61896,160.56909,28.31295,303.94702,-332.25998
-418324.28,102219.86,316104.44,-425443.72,126372.75,299070.97,185.72266,-335.06522,149.34254,14.449636,311.57596,-326.0256
-413373.03,86166.164,327206.88,-421383.75,110517.92,310865.8,196.13156,-334.03546,137.9039,0.56578636,318.76227,-319.32806
-407834.4,69990.06,337844.34,-416725.0,94506.086,322218.9,206.26167,-332.53104,126.26938,-13.318865,325.49576,-312.17688
-401716.25,53714.523,348001.72,-411474.1,78359.97,333114.12,216.09854,-330.55405,114.45552,-27.184628,331.76688,-304.58224
-395027.28,37362.68,357664.6,-405638.53,62102.516,343536.0,225.62822,-328.10736,102.47913,-41.011795,337.5667,-296.5549
-387777.0,20957.758,366819.25,-399226.6,45756.824,353469.75,234.83722,-325.1945,90.357254,-54.780773,342.88702,-288.10626
-379975.72,4523.0615,375452.66,-392247.38,29346.121,362901.25,243.71252,-321.8196,78.1071,-68.472,347.72034,-279.24832
-371634.5,-11918.063,383552.56,-384710.78,12893.703,371817.1,252.24158,-317.98767,65.746086,-82.06606,352.05975,-269.99368
-362765.16,-28342.262,391107.44,-376627.56,-3577.0627,380204.62,260.4124,-313.7042,53.291775,-95.54366,355.8991,-260.35544
-353380.38,-44726.207,398106.56,-368009.16,-20042.785,388051.94,268.2135,-308.9753,40.761826,-108.88569,359.233,-250.3473
-343493.38,-61046.625,404540.0,-358867.8,-36480.086,395347.88,275.63376,-303.80777,28.174,-122.07316,362.05664,-239.98347
-333118.28,-77280.33,410398.62,-349216.47,-52865.63,402082.1,282.66275,-298.2089,15.546145,-135.08737,364.36603,-229.27866
-322269.78,-93404.27,415674.06,-339068.88,-69176.14,408245.0,289.2904,-292.18655,2.8961592,-147.9098,366.15784,-218.24803
-310963.3,-109395.54,420358.88,-328439.38,-85388.46,413827.84,295.50726,-285.74924,-9.758039,-160.52222,367.42947,-206.90724
-299214.94,-125231.414,424446.34,-317343.12,-101479.555,418822.7,301.30438,-278.90585,-22.398516,-172.90665,368.17905,-195.2724
-287041.3,-140889.39,427930.72,-305795.88,-117426.555,423222.44,306.67343,-271.6661,-35.007328,-185.04549,368.4055,-183.36
-274459.75,-156347.23,430807.0,-293814.0,-133206.8,427020.78,311.60666,-264.0401,-47.56658,-196.92142,368.10837,-171.18695
-261488.16,-171582.95,433071.1,-281414.53,-148797.84,430212.38,316.097,-256.03854,-60.058445,-208.51756,367.2881,-158.77052
-248144.9,-186574.9,434719.8,-268615.12,-164177.52,432792.66,320.1379,-247.67276,-72.46515,-219.8174,365.94577,-146.12839
-234449.0,-201301.8,435750.8,-255433.95,-179323.95,434757.9,323.72372,-238.95468,-84.76904,-230.80484,364.0833,-133.27847
-220419.9,-215742.69,436162.6,-241889.77,-194215.62,436105.38,326.84933,-229.89671,-96.95262,-241.46428,361.70334,-120.23907
-206077.53,-229877.03,435954.56,-228001.81,-208831.33,436833.12,329.5103,-220.51178,-108.99854,-251.78056,358.80927,-107.0287
-191442.27,-243684.75,435127.03,-213789.83,-223150.3,436940.12,331.703,-210.81334,-120.88966,-261.739,355.40518,-93.66616
-176534.92,-257146.23,433681.16,-199274.02,-237152.19,436426.2,333.42438,-200.81532,-132.60904,-271.32553,351.49597,-80.17044
-161376.69,-270242.34,431619.03,-184475.0,-250817.1,435292.1,334.672,-190.53197,-144.14003,-280.52643,347.08716,-66.56073
-145989.1,-282954.44,428943.53,-169413.8,-264125.6,433539.38,335.4442,-179.97797,-155.46623,-289.32864,342.18503,-52.85637
-130394.01,-295264.47,425658.47,-154111.81,-277058.78,431170.6,335.7399,-169.16837,-166.57153,-297.7197,336.79654,-39.076843
-114613.59,-307154.94,421768.53,-138590.8,-289598.28,428189.06,335.55865,-158.11847,-177.44017,-305.68762,330.92935,-25.24173
-98670.29,-318608.97,417279.25,-122872.77,-301726.28,424599.06,334.9006,-146.84387,-188.05673,-313.22113,324.59183,-11.370702
-82586.734,-329610.22,412196.97,-106980.1,-313425.53,420405.66,333.76663,-135.36052,-198.40611,-320.30948,317.79294,2.5165331
-66385.805,-340143.12,406528.9,-90935.37,-324679.4,415614.78,332.1583,-123.68465,-208.47363,-326.9426,310.5424,16.400225
-50090.51,-350192.66,400283.16,-74761.375,-335471.9,410233.28,330.0777,-111.83271,-218.245,-333.11108,302.85043,30.260645
-33724.016,-359744.56,393468.56,-58481.113,-345787.7,404268.8,327.52777,-99.82147,-227.7063,-338.80612,294.72806,44.07808
-17309.58,-368785.25,386094.8,-42117.734,-355612.06,397729.78,324.5121,-87.66803,-236.84407,-344.01968,286.1868,57.8329
-870.52844,-377301.88,378172.4,-25694.508,-364931.03,390625.56,321.035,-75.3897,-245.64531,-348.7443,277.23877,71.50555
15569.774,-385282.3,369712.56,-9234.782,-373731.4,382966.2,317.10147,-63.00399,-254.09746,-352.9733,267.8967,85.0766
31987.963,-392715.28,360727.3,7238.0493,-382000.6,374762.56,312.71713,-50.528637,-262.1885,-356.70062,258.17386,98.52676
48360.703,-399590.12,351229.44,23700.572,-389726.9,366026.34,307.88843,-37.981552,-269.9069,-359.921,248.08406,111.83694
64664.73,-405897.12,341232.4,40129.39,-396899.38,356769.97,302.6223,-25.380663,-277.24164,-362.62982,237.64162,124.988205
80876.86,-411627.3,330750.47,56501.164,-403507.75,347006.6,296.9263,-12.743957,-284.18234,-364.82327,226.86137,137.9619
96974.06,-416772.53,319798.47,72792.64,-409542.72,336750.06,290.80856,-0.08946774,-290.7191,-366.4982,215.75865,150.73956
112933.445,-421325.44,308392.0,88980.68,-414995.7,326015.0,284.27786,12.564827,-296.84268,-367.65225,204.34921,163.30305
128732.336,-425279.6,296547.25,105042.28,-419858.9,314816.62,277.34335,25.201057,-302.5444,-368.28378,192.64928,175.63449
144348.28,-428629.34,284281.06,120954.63,-424125.5,303170.88,270.01486,37.801384,-307.81622,-368.39188,180.6755,187.71635
159759.06,-431369.9,271610.84,136695.12,-427789.4,291094.28,262.30267,50.348,-312.65067,-367.97638,168.44492,199.53146
174942.81,-433497.44,258554.64,152241.38,-430845.4,278604.03,254.21765,62.823235,-317.0409,-367.03793,155.9749,211.06302
189877.92,-435008.9,245130.98,167571.28,-433289.16,265717.84,245.77115,75.209496,-320.98065,-365.57782,143.2832,222.29462
204543.17,-435902.12,231358.94,182663.08,-435117.16,252454.06,236.97511,87.48921,-324.46432,-363.59814,130.38788,233.21028
218917.73,-436175.84,217258.11,197495.28,-436326.78,238831.48,227.84204,99.64492,-327.48697,-361.10175,117.30725,243.7945
232981.17,-435829.7,202848.5,212046.81,-436916.3,224869.5,218.3849,111.659325,-330.04422,-358.09213,104.05993,254.03221
246713.5,-434864.12,188150.62,226296.98,-436884.94,210587.95,208.61719,123.51526,-332.13245,-354.5736,90.66476,263.90887
260095.2,-433280.56,173185.36,240225.52,-436232.62,196007.12,198.55292,135.1957,-333.7486,-350.5512,77.14079,273.4104
273107.28,-431081.25,157973.97,253812.62,-434960.38,181147.75,188.20648,146.6839,-334.89038,-346.0306,63.507256,282.52335
285731.2,-428269.28,142538.08,267039.0,-433069.94,166030.94,177.59267,157.96346,-335.55612,-341.01825,49.78356,291.2347
297949.06,-424848.7,126899.64,279885.88,-430564.03,150678.17,166.72668,169.01823,-335.7449,-335.52133,35.989223,299.5321
309743.47,-420824.34,111080.87,292334.97,-427446.25,135111.3,155.62404,179.83243,-335.45645,-329.5476,22.143877,307.40375
321097.72,-416201.97,95104.25,304368.6,-423721.03,119352.42,144.30049,190.39073,-334.69122,-323.10562,8.267206,314.8384
331995.62,-410988.12,78992.5,315969.7,-419393.66,103423.95,132.77211,200.6782,-333.45032,-316.20456,-5.6210566,321.8256
342421.75,-405190.25,62768.516,327121.78,-414470.3,87348.52,121.05526,210.68027,-331.73553,-308.85416,-19.501177,328.35535
352361.22,-398816.6,46455.36,337809.0,-408957.97,71148.97,109.1665,220.38281,-329.54932,-301.06494,-33.353436,334.4184
361799.97,-391876.2,30076.213,348016.2,-402864.5,54848.324,97.12261,229.77219,-326.8948,-292.84796,-47.15816,340.0061
370724.6,-384378.94,13654.361,357728.8,-396198.53,38469.746,84.94064,238.83513,-323.77576,-284.21487,-60.895752,345.11063
379122.34,-376335.5,-2786.8606,366933.06,-388969.56,22036.512,72.637886,247.55876,-320.19666,-275.17795,-74.54671,349.72464
386981.38,-367757.28,-19224.086,375615.88,-381187.84,5571.9727,60.231785,255.93074,-316.16254,-265.75003,-88.09163,353.84167
394290.47,-358656.53,-35633.957,383764.9,-372864.44,-10900.473,47.739952,263.93915,-311.6791,-255.94456,-101.511284,357.45584
401039.28,-349046.12,-51993.152,391368.6,-364011.2,-27357.414,35.180214,271.57254,-306.75278,-245.77544,-114.786606,360.56204
407218.2,-338939.75,-68278.43,398416.06,-354640.62,-43775.465,22.570498,278.81998,-301.39047,-235.25714,-127.898735,363.15588
412818.4,-328351.78,-84466.64,404897.38,-344766.1,-60131.29,9.928767,285.6711,-295.59988,-224.40463,-140.82903,365.23364
417832.03,-317297.25,-100534.79,410803.28,-334401.62,-76401.65,-2.7269375,292.11612,-289.3892,-213.2333,-153.55913,366.79242
422251.94,-305791.88,-116460.05,416125.4,-323561.97,-92563.41,-15.378543,298.1458,-282.76724,-201.75905,-166.07095,367.83002
426071.8,-293852.03,-132219.78,420856.2,-312262.56,-108593.62,-28.00805,303.75156,-275.7435,-189.99815,-178.34676,368.3449
429286.22,-281494.62,-147791.61,424988.9,-300519.44,-124469.48,-40.59754,308.92548,-268.3279,-177.96733,-190.36911,368.33646
431890.66,-268737.25,-163153.39,428517.75,-288349.3,-140168.44,-53.129147,313.66025,-260.5311,-165.68364,-202.12097,367.8046
433881.38,-255598.05,-178283.33,431437.66,-275769.47,-155668.19,-65.585106,317.94922,-252.3641,-153.1645,-213.58568,366.75018
435255.53,-242095.66,-193159.89,433744.5,-262797.78,-170946.72,-77.94782,321.7864,-243.8386,-140.42769,-224.74696,365.17465
436011.22,-228249.25,-207761.97,435435.0,-249452.72,-185982.3,-90.199844,325.16653,-234.96667,-127.49129,-235.589,363.0803
436147.3,-214078.52,-222068.81,436506.78,-235753.22,-200753.56,-102.32379,328.08475,-225.76097,-114.37366,-246.09637,360.47003
435663.66,-199603.58,-236060.08,436958.28,-221718.72,-215239.55,-114.302505,330.53702,-216.23453,-101.09343,-256.25418,357.3476
434560.9,-184845.0,-249715.92,436788.84,-207369.17,-229419.67,-126.11901,332.5199,-206.40088,-87.66947,-266.04794,353.7174
432840.66,-169823.73,-263016.9,435998.72,-192724.97,-243273.75,-137.7565,334.0305,-196.274,-74.12087,-275.46375,349.5846
430505.3,-154561.14,-275944.16,434589.03,-177806.9,-256782.14,-149.19835,335.06656,-185.86823,-60.466873,-284.48816,344.95505
427558.2,-139078.89,-288479.28,432561.78,-162636.16,-269925.62,-160.42825,335.6266,-175.19832,-46.726906,-293.1084,339.8353
424003.5,-123398.99,-300604.5,429919.84,-147234.31,-282685.53,-171.43019,335.70963,-164.27943,-32.92049,-301.31216,334.23264
419846.28,-107543.71,-312302.56,426666.94,-131623.25,-295043.72,-182.18843,335.3155,-153.12708,-19.067268,-309.08774,328.15503
415092.4,-91535.586,-323556.8,422807.75,-115825.14,-306982.62,-192.68759,334.44467,-141.75708,-5.18692,-316.42413,321.61105
409748.7,-75397.37,-334351.3,418347.75,-99862.47,-318485.28,-202.91277,333.0984,-130.18562,8.700812,-323.31088,314.61008
403822.7,-59151.977,-344670.72,413293.28,-83757.91,-329535.38,-212.84944,331.2786,-118.42917,22.5762,-329.7382,307.162
397322.8,-42822.508,-354500.3,407651.5,-67534.36,-340117.16,-222.4835,328.98795,-106.50443,36.419514,-335.69693,299.2774
390258.34,-26432.166,-363826.16,401430.5,-51214.867,-350215.62,-231.80135,326.22974,-94.42839,50.211086,-341.17862,290.96753
382639.28,-10004.244,-372635.03,394639.03,-34822.62,-359816.4,-240.78984,323.0081,-82.21823,63.93131,-346.17545,282.24414
374476.44,6437.9097,-380914.34,387286.8,-18380.908,-368905.9,-249.4363,319.3276,-69.89133,77.56069,-350.68036,273.11966
365781.47,22870.928,-388652.38,379384.25,-1913.0826,-377471.16,-257.72845,315.19363,-57.465176,91.07986,-354.68692,263.60706
356566.7,39271.453,-395838.12,370942.56,14557.474,-385500.03,-265.6546,310.61203,-44.957443,104.46961,-358.18942,253.71982
346845.2,55616.18,-402461.38,361973.75,31007.365,-392981.12,-273.2035,305.5894,-32.38588,117.710915,-361.18295,243.47203
336630.84,71881.875,-408512.72,352490.56,47413.227,-399903.78,-280.36435,300.13266,-19.768318,130.78497,-363.6632,232.87823
325938.1,88045.43,-413983.53,342506.44,63751.758,-406258.2,-287.1269,294.24954,-7.122655,143.6732,-365.6267,221.9535
314782.2,104083.87,-418866.03,332035.53,79999.74,-412035.28,-293.48148,287.9483,5.533161,156.3573,-367.07065,210.71336
303178.94,119974.4,-423153.34,321092.8,96134.09,-417226.9,-299.41895,281.2378,18.181171,168.81923,-367.993,199.17378
291144.84,135694.45,-426839.3,309693.75,112131.875,-421825.62,-304.9308,274.12738,30.803415,181.0413,-368.3925,187.35118
278697.03,151221.67,-429918.72,297854.6,127970.35,-425824.94,-310.00916,266.6272,43.38195,193.00613,-368.26846,175.26234
265853.2,166534.02,-432387.2,285592.12,143627.0,-429219.12,-314.64676,258.7479,55.89888,204.69673,-367.6212,162.92444
252631.52,181609.7,-434241.22,272923.84,159079.56,-432003.4,-318.8371,250.50067,68.3364,216.09648,-366.45148,150.35501
239050.84,196427.33,-435478.2,259867.72,174306.08,-434173.78,-322.5742,241.89735,80.67683,227.18916,-364.76108,137.5719
225130.47,210965.83,-436096.28,246442.3,189284.9,-435727.2,-325.85284,232.95027,92.90258,237.95901,-362.5523,124.59328
210890.16,225204.55,-436094.7,232666.69,203994.75,-436661.44,-328.66852,223.67224,104.996284,248.39073,-359.8283,111.43758
196350.14,239123.25,-435473.4,218560.44,218414.72,-436975.16,-331.01724,214.07649,116.94075,258.46948,-356.593,98.12349
181531.1,252702.16,-434233.25,204143.6,232524.34,-436667.94,-332.89575,204.17674,128.71901,268.18097,-352.8509,84.66992
166454.08,265921.97,-432376.03,189436.62,246303.55,-435740.2,-334.30142,193.98706,140.31436,277.51138,-348.6074,71.09601
151140.52,278763.9,-429904.4,174460.45,259732.8,-434193.25,-335.2322,183.5219,151.71033,286.44742,-343.86844,57.421032
135612.16,291209.7,-426821.84,159236.31,272792.97,-432029.28,-335.68677,172.796,162.89076,294.97644,-338.64084,43.66442
119891.08,303241.66,-423132.75,143785.86,285465.53,-429251.4,-335.66434,161.82457,173.83978,303.08627,-332.93198,29.845722
103999.625,314842.72,-418842.34,128131.04,297732.47,-425863.53,-335.16495,150.62308,184.54187,310.7654,-326.74997,15.984577
87960.375,325996.4,-413956.75,112294.11,309576.34,-421870.47,-334.18915,139.20734,194.98181,318.0029,-320.10358,2.1006696
71796.11,336686.8,-408482.9,96297.57,320980.3,-417277.9,-332.73825,127.59348,205.14476,324.78848,-313.00223,-11.78626
55529.82,346898.75,-402428.6,80164.17,331928.16,-412092.3,-330.8143,115.798035,215.01627,331.1125,-305.456,-25.656488
39184.613,356617.75,-395802.38,63916.84,342404.28,-406321.12,-328.42,103.83774,224.58228,336.9659,-297.47562,-39.49029
22783.715,365829.97,-388613.7,47578.684,352393.84,-399972.53,-325.55878,91.72961,233.82918,342.34045,-289.07245,-53.268017
6350.4365,374522.34,-380872.78,31172.926,361882.56,-393055.5,-322.2347,79.49095,242.74377,347.2285,-280.25842,-66.97006
-10091.869,382682.47,-372590.6,14722.886,370857.0,-385579.88,-318.45267,67.13928,251.31339,351.62305,-271.04608,-80.576965
-26519.836,390298.78,-363778.94,-1748.0533,379304.38,-377556.34,-314.21802,54.692207,259.52582,355.5179,-261.44855,-94.06936
-42910.117,397360.47,-354450.34,-18216.488,387212.72,-368996.22,-309.5369,42.1675,267.3694,358.90756,-251.47948,-107.42808
-59239.42,403857.44,-344618.03,-34659.02,394570.75,-359911.75,-304.416,29.58306,274.83295,361.78717,-241.15305,-120.63412
-75484.54,409780.53,-334296.0,-51052.28,401368.06,-350315.78,-298.86267,16.95679,281.90588,364.15265,-230.48392,-133.66872
-91622.4,415121.28,-323498.9,-67372.984,407594.97,-340222.0,-292.88477,4.3066034,288.57816,366.00064,-219.48727,-146.51335
-107630.05,419872.12,-312242.1,-83597.95,413242.7,-329644.72,-286.49078,-8.34954,294.8403,367.3285,-208.17871,-159.14978
-123484.74,424026.3,-300541.56,-99704.12,418303.12,-318599.0,-279.68976,-20.99369,300.68347,368.13434,-196.57431,-171.56003
-139163.95,427577.9,-288413.94,-115668.6,422769.12,-307100.53,-272.49133,-33.607986,306.0993,368.41702,-184.69055,-183.72647
-154645.4,430521.88,-275876.47,-131468.72,426634.34,-295165.62,-264.90558,-46.17459,311.08017,368.17615,-172.54433,-195.63182
-169907.08,432854.03,-262946.94,-147082.02,429893.3,-282811.28,-256.9433,-58.675667,315.61896,367.41205,-160.15288,-207.25917
-184927.31,434571.06,-249643.77,-162486.28,432541.34,-270055.06,-248.61574,-71.09349,319.70923,366.1258,-147.53383,-218.59196
-199684.73,435670.56,-235985.83,-177659.66,434574.7,-256915.05,-239.93471,-83.410446,323.34515,364.31927,-134.70514,-229.61414
-214158.38,436150.9,-221992.53,-192580.53,435990.5,-243409.95,-230.91258,-95.60899,326.52158,361.99503,-121.68504,-240.30998
